GET https://xtmijd.com/assets/ManageShell-RwPMXyPn.css → 200 (?ms, 29828B)
GET https://xtmijd.com/assets/CoilTracePage-vY0hvfv9.js → 200 (31ms, 11142B)
GET https://xtmijd.com/assets/factory-command-DE_SGdF9.js → 200 (?ms, 732B)
GET https://xtmijd.com/assets/CoilTracePage-DiOZKVeG.css → 200 (2ms, 11012B)
GET https://xtmijd.com/assets/echarts-hud-D4ZePZfi.js → 200 (?ms, 1328B)
GET https://xtmijd.com/api/v1/factory-command/coils?limit=100 → 200 (634ms, 54040B)
GET https://xtmijd.com/api/v1/factory-command/coils/fallback%3A26RA03629%3A26-s-3-065-1/flow → 200 (1414ms, 724B)
GET https://xtmijd.com/manage/fill-details → 200 (2ms, 1175B)
GET https://xtmijd.com/assets/index-CdWOVxH-.js → 200 (?ms, 43310B)
GET https://xtmijd.com/assets/rolldown-runtime-S-ySWqyJ.js → 200 (6ms, 694B)
GET https://xtmijd.com/assets/vendor-wc7BmRed.js → 200 (?ms, 487996B)
GET https://xtmijd.com/assets/vendor-form-ahU4H2O-.js → 200 (?ms, 16537B)
GET https://xtmijd.com/assets/vendor-dayjs-B4p_5sCw.js → 200 (?ms, 16291B)
GET https://xtmijd.com/assets/vendor-ui-De2Q8m8R.js → 200 (?ms, 382525B)
GET https://xtmijd.com/assets/vendor-vue-BO9-Bp0g.js → 200 (?ms, 30721B)
GET https://xtmijd.com/assets/vendor-axios-DCteP740.js → 200 (?ms, 41095B)
GET https://xtmijd.com/assets/auth-9jcO7Tvr.js → 200 (?ms, 7325B)
GET https://xtmijd.com/assets/vendor-ui-C-nkr9qM.css → 200 (?ms, 173411B)
GET https://xtmijd.com/assets/index-BGQDHNcc.css → 200 (?ms, 33539B)
GET https://xtmijd.com/api/v1/user/preferences → 200 (413ms, 14B)
GET https://xtmijd.com/assets/ManageShell-CDaSPArB.js → 200 (?ms, 19050B)
GET https://xtmijd.com/assets/AiWatchlistPanel-DQJwPN3z.js → 200 (2ms, 19604B)
